EmailAttachments,URLCount,SenderReputation,SuspiciousKeywords,EmailSize,LinkEntropy,DomainRiskScore,AccountAge,PhishingLabel
1,0,171,4,474.62,3.144,0.605,73,1
1,9,184,1,85.47,0.887,0.026,79,0
1,2,149,3,281.42,3.701,0.501,44,0
1,8,159,1,394.9,1.467,0.604,105,0
1,0,40,5,320.07,0.0,0.733,3,1
1,0,87,3,60.44,0.91,0.991,59,0
1,0,145,1,487.55,1.443,0.26,79,0
4,6,62,1,184.22,1.914,0.322,53,1
0,4,119,7,162.18,2.205,0.341,11,0
3,5,142,3,268.55,0.5,0.732,6,0
1,7,112,0,293.97,3.61,0.932,47,1
2,1,159,6,394.83,0.527,0.974,7,0
2,1,148,0,0.0,3.208,0.946,115,1
1,2,180,4,247.98,2.147,0.879,110,0
1,2,135,4,290.73,2.334,0.991,68,0
3,2,134,6,227.47,1.229,0.376,85,0
1,3,161,0,461.55,2.626,0.948,1,0
1,2,138,1,433.06,2.38,0.761,56,0
1,0,112,4,254.74,1.075,0.168,87,0
0,8,161,0,50.09,1.333,0.045,77,0
0,5,28,0,455.42,0.734,0.214,43,0
1,2,92,4,105.95,0.732,0.779,28,0
2,8,0,6,160.03,0.548,0.632,29,1
1,3,196,3,118.56,1.272,0.224,18,0
2,3,125,0,130.92,2.879,0.742,87,0
1,7,164,6,411.29,1.607,0.141,92,1
0,6,0,3,310.78,1.7,0.822,73,0
1,6,129,6,480.24,0.962,0.794,117,1
3,9,150,1,154.15,2.514,0.973,62,1
2,6,44,3,268.54,1.698,0.15,107,1
1,9,40,5,489.84,2.867,0.907,6,1
2,4,159,2,421.9,0.0,0.341,16,0
0,6,73,6,377.88,2.546,0.416,101,1
1,3,20,7,135.04,1.466,0.468,1,1
0,7,147,2,396.23,2.28,0.627,22,0
1,8,20,0,0.0,1.382,0.995,46,1
1,2,192,5,288.74,3.66,0.6,62,1
2,6,193,1,324.12,3.182,0.927,23,1
0,9,195,0,324.21,2.226,0.255,21,0
2,8,154,3,376.94,3.879,0.398,51,1
0,0,29,3,347.77,2.414,0.504,95,0
2,1,162,4,80.77,1.65,0.323,38,0
1,6,59,0,255.81,0.834,0.977,28,1
1,1,158,5,348.81,0.0,0.726,44,0
1,6,193,0,183.2,3.511,0.479,91,1
1,0,64,0,190.88,3.534,0.751,39,1
0,2,106,0,106.06,2.616,0.467,42,0
1,4,160,2,238.38,1.877,0.017,42,0
2,5,46,4,494.07,2.776,0.543,60,1
0,8,69,6,178.39,3.167,0.625,57,1
1,8,80,1,289.15,1.941,0.981,77,0
1,2,32,1,384.46,2.167,0.041,96,0
1,7,159,7,56.07,2.882,0.512,7,1
0,3,176,1,455.2,3.568,0.098,51,0
0,6,104,7,223.95,3.269,0.149,97,1
0,5,103,2,441.1,0.578,0.61,111,0
2,7,39,4,67.53,0.0,0.232,110,1
0,5,50,5,115.55,3.485,0.749,77,1
3,3,27,4,195.14,3.418,0.514,32,1
3,1,43,7,205.46,1.861,0.218,7,1
1,6,186,2,431.51,2.545,0.494,76,1
1,3,52,5,55.04,3.67,0.001,40,1
2,8,61,0,338.5,3.69,0.863,15,1
2,8,162,3,109.09,3.241,0.013,59,1
3,6,179,0,420.45,1.234,0.007,113,0
3,4,158,1,400.36,3.056,0.612,85,0
2,2,113,0,274.96,0.854,0.974,12,0
3,2,56,2,145.71,3.629,0.856,77,1
0,8,166,1,0.0,1.022,0.252,104,0
1,8,198,0,120.32,2.818,0.197,42,1
0,3,53,5,135.51,2.636,0.626,39,1
1,0,72,7,332.01,3.219,0.823,63,1
1,9,159,7,496.05,2.431,0.362,2,1
2,4,115,5,450.98,0.708,0.432,29,0
0,7,124,7,316.9,2.97,0.115,61,1
2,9,67,1,292.34,0.0,0.153,112,1
1,3,59,6,0.0,1.621,0.568,29,1
2,9,171,6,0.0,3.971,0.103,100,1
0,9,197,0,0.0,2.566,0.202,38,1
0,3,107,6,459.3,2.988,0.235,7,1
0,8,62,7,155.38,2.342,0.444,30,1
1,8,36,4,93.89,3.195,0.046,87,1
1,6,121,4,0.0,3.132,0.5,115,1
2,9,181,5,93.13,2.8,0.929,92,1
1,7,0,4,217.92,3.992,0.024,56,1
1,3,89,1,240.61,2.109,0.631,87,0
3,7,79,4,296.39,2.972,0.836,36,1
2,5,198,2,496.25,3.292,0.312,42,0
1,2,96,5,149.44,1.816,0.132,93,0
1,6,54,3,219.09,2.1,0.043,4,1
2,2,181,4,109.51,3.892,0.644,84,1
0,6,35,2,323.43,0.613,0.552,5,1
2,4,165,2,377.45,1.674,0.229,46,0
1,3,57,1,266.93,2.202,0.832,75,0
2,2,190,5,160.62,0.505,0.736,2,0
2,7,51,1,329.4,0.0,0.276,105,1
1,3,26,3,292.62,1.502,0.753,54,0
2,7,65,3,127.03,1.402,0.245,108,1
0,9,37,7,232.56,3.371,0.675,88,1
2,2,90,0,245.84,1.473,0.119,59,0
0,0,59,3,492.18,2.802,0.692,33,1
1,8,107,5,0.0,3.375,0.239,22,1
2,5,97,6,380.47,3.274,0.572,47,1
4,4,197,6,449.95,3.237,0.172,6,1
1,4,24,5,380.97,0.81,0.726,24,1
0,2,105,7,456.53,0.779,0.061,93,0
0,1,41,7,74.55,1.574,0.165,49,1
2,5,93,1,255.23,0.626,0.184,96,0
3,0,109,2,386.1,2.252,0.041,117,0
1,6,98,0,312.48,1.882,0.745,111,0
0,4,185,6,128.82,2.45,0.981,94,0
1,3,138,7,203.22,1.546,0.778,110,0
0,8,196,6,193.0,0.0,0.861,51,1
2,9,148,3,167.61,1.672,0.006,118,0
1,0,97,2,204.41,1.183,0.118,41,0
1,3,55,1,281.68,2.773,0.559,67,1
2,2,114,7,434.69,2.857,0.978,89,1
1,5,0,4,383.91,3.402,0.661,92,1
3,4,117,0,425.86,3.562,0.374,79,0
2,6,54,5,0.0,2.966,0.146,81,1
1,0,81,2,237.27,0.0,0.153,2,0
3,4,0,1,205.71,0.698,0.363,91,0
0,1,193,1,75.93,0.884,0.714,100,0
2,0,127,0,468.72,3.344,0.032,78,0
2,1,144,0,79.62,1.315,0.852,43,0
0,8,98,7,383.51,1.744,0.942,32,1
0,9,144,3,220.15,1.009,0.889,12,0
2,2,80,3,476.95,1.183,0.913,23,0
3,3,45,5,238.82,3.214,0.015,16,1
2,4,182,5,417.47,1.417,0.978,44,0
2,3,76,7,177.19,2.072,0.366,2,1
0,3,151,0,184.59,1.031,0.869,7,0
1,4,61,0,317.98,2.873,0.187,21,1
1,9,192,2,499.09,3.049,0.447,58,1
0,8,186,3,282.91,1.766,0.044,95,0
1,0,41,1,471.34,3.247,0.04,23,1
0,5,158,6,0.0,1.34,0.943,60,0
2,2,184,6,408.14,2.922,0.811,25,1
2,5,109,6,246.18,3.055,0.53,35,1
2,9,198,7,223.94,3.89,0.525,99,1
0,3,77,3,136.36,1.313,0.749,45,0
2,2,26,3,483.77,0.828,0.342,7,0
1,5,155,0,481.73,1.421,0.762,69,0
0,5,70,6,386.18,0.93,0.485,32,1
1,1,0,0,183.31,1.094,0.638,53,0
0,8,109,3,160.33,1.669,0.965,69,0
4,7,127,4,494.87,1.949,0.471,25,1
3,5,28,4,79.94,3.663,0.418,95,1
5,0,193,5,429.6,1.185,0.906,84,0
0,1,57,3,209.96,3.901,0.903,86,1
2,3,130,6,0.0,3.336,0.992,102,1
2,6,32,7,424.39,3.585,0.551,77,1
0,8,0,4,90.77,3.753,0.344,103,1
2,0,158,7,209.38,3.136,0.24,2,1
2,0,197,7,478.41,3.261,0.034,86,1
0,9,86,5,364.58,2.032,0.727,61,1
2,1,60,5,389.72,2.287,0.233,9,1
0,0,176,3,390.88,3.764,0.607,51,0
3,9,184,5,77.26,1.824,0.917,2,1
2,0,35,0,141.44,0.647,0.95,45,0
1,4,63,0,271.07,3.17,0.004,32,1
3,6,69,0,215.67,2.506,0.317,72,1
2,8,0,1,234.91,3.352,0.837,80,1
1,8,37,7,401.65,0.764,0.536,97,1
1,7,166,0,56.61,2.674,0.808,75,1
1,0,70,0,347.22,1.367,0.853,32,1
1,4,0,0,50.05,3.661,0.443,8,1
3,5,108,0,78.38,0.885,0.359,96,0
2,5,73,4,233.73,0.0,0.455,85,1
2,3,68,0,0.0,0.81,0.653,89,1
2,0,47,4,115.25,0.588,0.367,20,1
0,2,57,0,299.58,1.323,0.775,65,0
1,9,0,7,355.33,1.666,0.904,21,1
0,3,51,0,153.29,2.693,0.282,7,1
2,3,60,0,280.55,0.961,0.965,89,0
2,3,55,5,460.13,2.031,0.623,9,1
3,4,122,3,280.5,1.215,0.878,86,0
0,8,0,3,120.8,3.494,0.104,2,1
3,3,126,7,332.52,0.657,0.251,117,0
1,8,145,3,316.49,1.746,0.321,19,0
0,8,106,4,62.13,2.71,0.303,60,1
1,0,85,0,0.0,3.696,0.172,70,1
1,4,157,6,120.55,3.538,0.868,59,1
0,8,89,1,111.33,3.633,0.419,69,1
1,0,98,4,166.76,0.72,0.963,45,0
4,4,112,0,254.35,3.443,0.583,62,0
1,3,111,7,217.27,3.23,0.138,10,1
1,1,41,2,450.79,3.659,0.546,65,1
2,9,39,1,325.45,1.591,0.994,26,1
1,1,52,0,444.26,3.691,0.565,90,1
0,0,162,5,287.17,1.909,0.002,60,0
1,0,154,4,90.44,2.719,0.933,18,1
0,2,109,5,258.48,1.985,0.235,59,0
1,9,69,1,419.91,0.0,0.689,21,1
1,0,29,7,137.35,2.413,0.515,46,1
2,3,98,6,91.05,1.746,0.325,12,0
1,0,56,7,198.25,3.275,0.283,102,1
1,3,0,2,225.0,2.718,0.929,78,1
2,2,107,1,187.82,2.914,0.912,113,0
2,8,123,4,110.86,1.309,0.513,32,1
2,0,82,3,162.88,3.894,0.258,39,0
2,7,40,0,357.03,2.811,0.102,99,1
0,8,123,3,223.67,1.19,0.157,81,0
2,6,0,3,334.65,0.0,0.522,55,1
1,0,56,7,291.34,1.108,0.308,55,1
2,3,64,4,297.07,0.0,0.042,10,1
3,9,161,3,161.85,2.346,0.455,35,0
1,0,62,7,284.69,2.437,0.746,80,1
2,3,135,3,60.62,1.161,0.892,6,0
0,0,104,4,244.28,1.719,0.585,68,0
0,1,103,0,307.68,0.0,0.723,62,1
4,0,180,4,131.9,1.498,0.364,116,0
1,0,22,2,165.45,1.044,0.496,9,0
1,0,123,3,148.79,3.974,0.73,29,1
0,5,0,1,81.75,1.558,0.728,71,0
3,8,191,6,206.54,2.881,0.425,80,1
2,8,130,0,490.53,1.31,0.544,6,0
2,1,106,5,209.25,2.425,0.924,44,0
1,1,110,0,257.24,1.852,0.632,64,0
2,8,54,4,343.89,3.866,0.643,67,1
0,0,172,7,341.82,2.015,0.785,44,0
2,4,115,5,477.45,2.545,0.115,116,1
2,0,105,4,435.9,3.807,0.523,78,1
2,6,155,6,407.28,3.962,0.959,14,1
2,8,135,7,478.23,0.856,0.362,9,1
2,5,165,6,153.84,3.42,0.295,100,1
2,1,111,2,327.67,1.837,0.601,23,0
0,5,175,3,449.24,2.582,0.221,57,0
1,8,159,4,330.86,1.813,0.556,116,1
1,0,21,6,489.84,1.904,0.156,57,1
3,8,184,4,95.16,1.056,0.58,15,1
1,7,143,0,0.0,2.505,0.602,64,1
5,0,23,3,489.81,2.414,0.418,7,1
3,7,188,2,220.81,1.163,0.383,20,0
3,0,192,6,382.8,2.396,0.245,64,1
2,5,128,7,0.0,3.906,0.331,19,1
1,2,0,0,362.68,3.0,0.498,6,1
3,0,53,4,470.58,2.183,0.248,51,1
2,3,106,7,222.22,3.706,0.783,39,1
0,9,32,4,59.58,2.514,0.709,65,1
3,4,26,0,62.56,0.0,0.269,71,0
1,7,51,6,451.41,2.416,0.097,99,1
1,6,42,4,375.13,1.133,0.0,25,1
2,6,196,4,0.0,3.186,0.597,102,1
1,7,66,0,74.57,3.885,0.211,23,1
0,9,184,4,0.0,1.763,0.013,89,1
3,2,195,7,414.44,2.022,0.359,102,0
3,2,48,3,104.23,1.975,0.962,58,0
3,1,184,3,185.68,1.499,0.69,11,0
1,0,42,0,401.01,3.28,0.858,34,1
2,9,57,3,286.44,2.662,0.145,31,1
0,5,146,5,480.46,0.724,0.073,38,0
1,5,63,5,266.48,3.436,0.012,118,1
1,9,24,5,354.63,1.155,0.956,114,1
1,7,199,2,279.4,3.927,0.3,119,1
1,5,59,4,474.33,1.818,0.46,46,1
0,5,158,2,229.4,2.658,0.395,12,0
4,0,97,3,153.41,0.772,0.73,9,0
3,6,125,0,196.99,1.706,0.31,13,0
3,6,149,5,433.75,0.0,0.535,64,1
5,9,182,0,274.07,2.17,0.996,20,0
3,8,192,2,209.41,3.666,0.444,59,1
3,6,68,7,294.92,2.513,0.551,85,1
2,7,142,3,109.95,3.75,0.503,22,1
1,3,0,6,52.41,3.939,0.803,65,1
1,8,125,4,176.26,2.089,0.267,104,1
2,0,91,6,322.25,2.478,0.17,60,0
0,7,179,3,370.26,3.422,0.754,41,1
2,2,0,5,421.97,1.275,0.416,81,0
4,0,144,7,467.0,3.516,0.914,45,1
2,1,90,3,235.45,2.572,0.644,4,0
3,5,58,0,383.23,3.039,0.564,70,1
0,4,195,1,83.6,0.779,0.07,45,0
0,2,110,7,75.89,3.182,0.73,58,1
2,8,56,5,106.16,1.588,0.686,113,1
3,7,100,6,251.86,3.318,0.64,83,1
2,2,151,4,145.08,2.282,0.268,94,0
0,1,42,5,179.12,1.461,0.947,23,1
1,0,161,5,341.55,3.835,0.322,32,1
1,4,24,4,211.33,3.178,0.152,63,1
2,8,129,6,300.82,3.95,0.987,93,1
1,0,171,5,235.58,1.776,0.746,8,0
1,9,37,0,126.04,2.772,0.415,85,1
2,2,46,3,83.31,2.641,0.936,81,1
2,4,43,0,156.3,2.906,0.091,81,1
1,1,48,3,75.97,0.634,0.088,85,0
0,2,158,1,328.38,1.521,0.682,79,0
1,0,165,5,408.07,3.683,0.178,91,1
2,3,142,1,202.88,1.983,0.917,25,0
2,8,147,2,224.2,3.862,0.84,33,1
1,0,131,6,417.29,1.247,0.306,66,0
0,8,136,3,150.18,3.991,0.889,116,1
3,8,0,0,103.62,2.942,0.043,106,1
4,5,52,7,275.5,3.217,0.549,16,1
0,0,61,0,340.79,0.0,0.936,55,0
2,5,179,5,319.84,3.675,0.855,36,1
6,7,198,0,371.24,2.409,0.356,72,0
1,4,144,2,75.54,2.883,0.183,80,0
3,4,23,4,242.69,0.832,0.211,7,1
1,0,39,0,157.36,2.711,0.515,69,1
0,0,87,5,391.6,3.577,0.597,87,1
1,7,77,1,442.73,1.124,0.033,8,1
2,4,194,6,176.6,3.082,0.414,3,1
1,7,99,0,92.85,0.589,0.83,35,0
2,9,153,0,164.04,3.742,0.444,114,1
1,1,0,0,96.8,3.94,0.169,36,0
3,3,187,5,195.09,1.74,0.955,100,0
2,9,170,6,292.19,0.875,0.266,79,1
2,8,199,4,488.16,2.805,0.798,30,1
3,2,23,0,229.72,0.604,0.194,15,0
0,5,184,4,149.02,2.189,0.423,93,0
2,6,189,0,125.06,1.451,0.49,68,1
2,2,63,6,0.0,2.157,0.501,98,1
2,0,144,6,136.67,0.564,0.516,87,0
5,1,61,2,393.02,0.681,0.225,58,0
2,9,48,1,77.46,0.556,0.516,99,1
0,6,166,0,498.83,2.667,0.482,28,1
2,6,179,0,285.21,2.46,0.209,95,0
4,0,63,0,294.92,1.316,0.988,42,0
0,9,74,4,210.9,2.763,0.866,97,1
1,6,99,7,360.61,3.595,0.888,18,1
3,0,152,6,262.16,1.471,0.686,5,1
1,5,132,3,198.08,3.412,0.16,9,0
0,5,193,7,169.31,2.819,0.568,84,1
1,6,192,1,466.54,0.618,0.821,102,0
1,6,0,5,180.95,1.813,0.039,115,1
2,0,97,0,246.38,0.0,0.496,9,0
0,9,169,3,207.65,3.061,0.396,18,1
1,4,49,3,88.78,1.505,0.212,56,0
1,7,42,6,133.67,3.94,0.378,15,1
2,7,24,3,135.28,2.896,0.983,79,1
4,2,82,1,362.14,1.805,0.723,78,0
2,0,0,3,232.96,0.84,0.3,62,0
0,6,101,5,401.89,0.0,0.605,35,1
2,3,71,0,369.03,2.207,0.247,40,0
1,5,84,5,136.42,2.231,0.611,51,0
1,8,58,0,303.31,3.187,0.896,107,1
0,9,22,2,384.31,3.042,0.557,60,1
1,1,189,4,334.87,1.204,0.733,100,0
1,1,90,3,320.01,2.582,0.453,111,0
1,5,174,5,382.82,0.572,0.524,56,0
2,2,175,4,75.55,1.895,0.695,106,0
1,0,34,4,379.14,3.174,0.812,84,1
1,1,91,4,172.69,1.898,0.659,75,0
3,6,89,4,307.34,3.425,0.977,41,1
2,3,23,4,0.0,3.917,0.82,54,1
1,1,113,0,427.47,2.625,0.777,17,0
4,7,164,1,266.25,1.008,0.845,105,0
1,3,53,3,339.32,1.829,0.281,25,0
1,0,143,3,407.34,0.533,0.432,93,0
1,1,153,0,452.89,2.61,0.564,87,0
0,0,55,5,379.43,3.375,0.462,9,1
1,0,118,0,116.95,2.705,0.847,56,0
0,2,186,6,434.54,3.251,0.027,89,1
1,5,99,7,328.36,3.3,0.209,105,1
1,6,85,4,324.25,3.479,0.882,23,1
3,8,155,1,464.6,1.433,0.059,118,0
2,0,162,3,161.97,3.549,0.227,2,0
0,8,110,5,157.81,2.789,0.351,45,1
1,7,99,2,280.94,1.514,0.751,119,0
2,0,78,0,387.89,0.0,0.56,65,1
2,2,29,2,251.26,3.826,0.955,38,1
6,7,26,3,335.25,2.511,0.228,6,1
1,8,131,0,253.64,3.451,0.872,48,1
2,3,95,3,324.67,1.415,0.283,44,0
4,5,31,0,420.02,1.956,0.245,79,0
0,3,98,5,131.21,1.144,0.498,7,0
0,8,65,3,362.92,2.32,0.071,66,1
1,1,51,6,404.34,2.236,0.384,62,1
3,5,179,2,251.2,0.0,0.356,30,0
0,2,134,1,195.46,2.855,0.16,93,0
0,9,0,5,56.09,0.912,0.861,76,1
1,3,145,6,408.7,0.716,0.386,52,0
0,1,109,5,197.57,1.847,0.982,98,0
1,7,80,0,0.0,1.934,0.9,94,0
2,9,80,2,201.2,1.619,0.195,36,0
2,7,121,3,0.0,1.403,0.505,35,0
2,0,133,2,366.12,1.686,0.602,66,0
2,9,193,5,397.34,1.072,0.819,50,1
0,5,111,0,226.66,1.912,0.886,3,0
1,0,148,7,348.4,3.666,0.624,106,1
0,5,126,2,374.31,1.285,0.035,76,0
2,6,68,6,183.61,2.896,0.481,4,1
2,1,44,3,93.48,0.996,0.885,55,0
2,8,35,4,452.6,1.739,0.714,52,1
1,7,160,5,354.7,1.624,0.87,59,1
3,8,199,1,341.65,3.78,0.674,71,1
2,9,127,1,76.51,1.998,0.044,20,0
2,0,183,5,418.04,2.917,0.968,19,1
3,3,63,7,304.72,2.609,0.918,8,1
2,7,102,4,431.55,0.994,0.127,67,1
0,0,66,0,488.55,3.788,0.113,27,1
1,0,143,2,0.0,1.711,0.539,79,0
1,6,99,2,435.24,0.657,0.757,8,0
1,6,95,4,54.93,1.552,0.382,18,1
0,8,39,6,448.58,1.675,0.136,29,1
0,9,165,4,83.78,0.825,0.511,46,1
0,0,31,3,433.04,0.0,0.338,115,1
2,1,131,3,0.0,1.714,0.352,36,0
5,0,172,1,324.53,2.702,0.645,3,0
2,0,79,0,67.13,0.524,0.886,118,0
1,6,94,7,0.0,3.937,0.559,9,1
2,4,129,0,100.27,1.097,0.688,10,0
1,3,53,6,234.81,2.808,0.66,104,1
3,4,160,4,417.85,3.005,0.551,84,1
0,9,185,1,362.91,0.0,0.311,66,0
0,9,159,1,52.72,0.891,0.378,1,0
0,5,55,3,231.36,1.034,0.316,91,0
1,9,47,2,68.87,1.364,0.917,4,1
2,5,58,6,353.07,1.089,0.827,48,1
0,0,96,0,486.03,2.859,0.579,101,0
1,0,190,0,344.87,1.973,0.912,96,0
0,2,123,1,150.97,2.382,0.886,18,0
0,3,110,3,209.85,0.666,0.928,78,0
2,5,134,3,489.49,3.514,0.222,45,0
1,8,178,3,150.82,1.097,0.718,112,0
2,1,21,6,302.69,1.761,0.609,15,1
2,7,136,2,230.2,0.752,0.734,51,0
1,8,101,1,395.74,0.979,0.263,61,0
1,1,109,4,440.33,2.83,0.695,4,1
1,8,61,4,203.38,2.924,0.41,19,1
1,6,0,3,347.18,2.869,0.834,88,1
0,8,0,3,297.07,2.432,0.795,94,0
3,5,121,2,175.3,0.0,0.211,77,0
0,1,75,3,172.37,2.275,0.184,11,0
2,7,102,5,292.38,2.073,0.718,28,1
1,0,147,1,0.0,1.366,0.55,114,0
5,8,33,0,0.0,0.846,0.557,57,1
1,7,33,7,81.05,2.419,0.753,75,1
2,1,176,3,92.56,0.0,0.855,54,0
1,7,197,7,204.0,2.334,0.239,65,1
1,2,69,3,103.14,1.221,0.556,47,0
1,2,120,1,264.07,3.434,0.829,106,0
1,8,87,0,229.85,3.999,0.873,118,1
1,8,90,5,374.81,1.628,0.287,4,1
0,8,30,5,478.85,3.448,0.104,102,1
1,3,33,7,389.1,3.555,0.233,34,1
1,6,125,4,130.75,3.986,0.945,113,1
2,7,123,0,470.98,1.7,0.462,76,0
0,4,150,1,226.46,3.146,0.419,54,0
2,0,147,4,263.39,1.301,0.013,88,0
2,8,27,6,239.71,2.687,0.051,61,1
1,5,190,7,176.25,2.967,0.669,101,1
1,2,156,0,452.77,3.094,0.59,96,1
3,2,0,2,199.51,1.225,0.576,83,0
3,9,159,6,310.37,0.0,0.11,93,1
1,0,174,6,158.02,1.973,0.352,102,0
2,7,131,0,408.82,1.257,0.812,113,0
0,1,77,3,398.39,2.399,0.175,93,0
3,0,44,0,0.0,3.522,0.883,83,1
1,6,64,3,356.7,3.885,0.121,20,1
2,8,121,3,0.0,3.119,0.169,117,1
0,5,67,3,303.13,0.52,0.478,3,0
1,7,69,0,320.27,0.971,0.945,40,1
1,7,100,5,308.5,0.767,0.33,69,1
2,8,63,2,86.84,0.854,0.658,23,1
1,6,78,5,351.62,1.841,0.589,69,1
1,8,180,1,261.4,1.685,0.15,94,0
3,8,122,1,247.31,0.898,0.248,32,0
2,0,97,6,0.0,0.0,0.93,24,1
1,5,175,5,60.45,2.654,0.185,113,1
3,7,37,2,163.09,3.288,0.695,51,1
2,9,180,6,104.63,1.8,0.965,115,1
0,0,135,0,65.9,1.936,0.12,58,0
0,3,125,3,174.05,1.612,0.399,42,0
1,1,162,3,494.81,2.034,0.224,35,0
1,8,30,1,171.6,2.636,0.222,32,1
1,8,183,3,0.0,2.225,0.119,54,0
1,7,162,6,103.23,3.433,0.65,45,1
1,2,81,3,320.83,0.0,0.746,48,0
1,4,67,2,493.02,2.144,0.677,108,0
3,1,113,0,181.33,1.339,0.925,86,0
1,2,162,0,431.63,3.808,0.146,85,1
2,0,106,5,0.0,3.073,0.32,92,1
0,3,190,4,314.85,2.74,0.345,49,1
0,4,69,4,189.23,3.109,0.232,34,1
0,1,79,3,353.09,0.766,0.142,16,0
3,2,78,3,430.18,0.737,0.487,11,0
2,5,34,5,127.11,1.036,0.834,97,1
1,5,48,4,253.63,1.016,0.955,108,1
0,6,59,2,193.63,1.972,0.129,102,1
0,8,50,7,0.0,1.051,0.823,19,1
2,3,92,4,437.37,0.0,0.825,92,1
2,4,30,4,239.74,2.523,0.389,29,1
0,1,100,6,202.58,1.789,0.11,101,0
2,5,81,4,321.58,0.0,0.99,54,0
2,0,155,0,148.73,2.569,0.656,53,0
1,4,70,6,153.45,0.908,0.982,67,1
1,6,76,0,284.13,3.101,0.484,82,1
2,5,151,5,234.17,3.31,0.395,82,1
3,7,183,4,182.74,2.404,0.247,76,1
3,5,166,7,74.28,0.0,0.984,82,0
2,9,43,3,284.35,3.254,0.253,32,1
2,0,0,5,417.47,1.577,0.024,106,1
2,3,68,4,433.12,1.279,0.512,100,1
2,6,193,7,155.95,2.147,0.377,116,1
4,2,55,0,319.84,3.729,0.261,83,1
0,0,29,3,435.15,1.541,0.635,56,0
1,8,97,7,233.93,3.67,0.364,63,1
1,8,154,7,469.46,0.688,0.402,4,1
0,5,0,7,456.34,0.792,0.023,11,0
1,1,105,0,143.66,2.945,0.589,3,0
3,7,195,7,166.53,1.167,0.122,27,1
2,9,184,5,131.2,1.608,0.214,111,1
0,5,183,3,138.22,0.977,0.717,80,0
3,6,79,2,458.54,0.0,0.313,44,1
3,0,115,0,469.01,1.482,0.163,18,0
1,2,27,3,73.35,3.077,0.577,30,1
4,0,154,7,317.12,2.957,0.215,88,1
1,9,126,1,303.9,3.842,0.271,70,1
3,0,190,5,0.0,3.035,0.621,47,1
2,0,77,4,334.26,2.932,0.74,34,1
3,3,100,4,0.0,2.93,0.74,119,1
1,6,105,2,126.61,3.59,0.482,76,1
1,6,193,7,104.18,1.537,0.454,42,1
0,4,53,3,65.03,1.55,0.788,23,0
1,5,103,1,213.72,3.094,0.193,100,0
4,1,136,0,201.93,1.3,0.152,40,0
1,4,41,0,243.87,3.692,0.665,15,1
2,6,168,4,276.49,2.372,0.41,115,1
2,8,34,6,391.02,1.55,0.71,80,1
1,5,152,5,226.45,3.216,0.257,109,1
3,9,121,7,198.78,1.593,0.325,57,1
1,0,164,5,422.1,3.871,0.897,111,1
0,2,166,1,432.41,3.94,0.422,14,0
5,8,24,5,154.74,2.834,0.591,79,1
1,6,42,4,191.6,0.898,0.107,12,1
1,5,102,3,421.3,1.421,0.179,107,0
1,6,33,0,85.73,0.0,0.036,117,1
1,7,29,0,196.63,3.48,0.424,35,1
1,4,50,0,251.76,1.147,0.989,25,0
0,2,160,3,134.18,0.865,0.874,78,0
2,2,146,2,130.96,0.761,0.633,2,0
2,1,169,1,241.19,2.274,0.861,18,0
1,7,56,7,389.53,3.596,0.594,35,1
3,0,186,4,428.1,0.648,0.369,9,0
1,7,157,3,490.66,1.243,0.174,11,0
0,2,0,5,83.29,2.926,0.653,90,1
3,8,190,3,0.0,3.391,0.193,67,1
3,1,118,4,390.48,3.326,0.417,69,1
0,9,183,2,293.27,3.248,0.826,96,1
1,8,54,0,197.46,0.954,0.129,105,1
2,5,130,2,142.52,1.89,0.129,74,0
1,0,87,5,176.21,3.947,0.224,38,1
0,4,136,4,243.18,3.961,0.552,70,1
0,0,145,3,129.72,2.608,0.252,75,1
2,8,194,0,483.9,2.982,0.503,81,1
3,5,25,0,98.41,3.829,0.302,59,1
0,6,138,5,493.51,2.075,0.506,66,1
0,3,0,6,428.85,0.979,0.278,41,0
1,0,49,6,240.42,2.841,0.98,24,1
3,0,174,3,382.92,3.86,0.493,50,0
0,1,88,0,352.18,2.94,0.744,5,0
5,7,127,5,145.98,3.312,0.701,21,1
1,3,186,2,202.58,1.98,0.491,6,0
1,0,54,3,280.91,0.838,0.239,4,0
3,9,0,6,337.03,1.091,0.511,9,1
1,6,63,7,294.3,3.939,0.681,69,1
0,1,162,2,262.84,2.226,0.46,68,0
1,2,179,3,249.42,0.542,0.082,9,0
1,8,48,2,274.22,3.844,0.018,18,1
1,8,25,2,245.46,2.242,0.328,59,1
2,1,46,0,293.6,3.427,0.15,43,1
1,2,47,7,449.59,2.42,0.906,80,1
0,8,152,3,334.77,0.856,0.176,66,0
2,0,188,4,375.18,2.654,0.394,29,1
1,1,75,0,318.87,3.991,0.712,48,1
2,1,131,2,339.36,0.622,0.815,51,0
2,9,73,2,310.26,3.446,0.478,42,1
1,2,99,6,62.09,1.324,0.181,36,0
1,9,124,4,499.82,1.879,0.271,76,1
0,2,37,6,65.12,1.804,0.419,105,1
2,9,62,4,227.82,3.646,0.365,45,1
1,1,108,2,97.3,2.266,0.349,101,0
4,7,93,4,93.62,2.065,0.132,98,1
1,7,176,7,407.09,3.363,0.913,35,1
3,0,29,1,241.67,0.671,0.03,104,1
1,1,153,0,410.51,0.803,0.44,6,0
2,8,108,6,172.75,0.576,0.98,37,1
2,6,151,0,165.41,2.908,0.66,36,1
